sequence_path,class_id,folder_label,type
data\include50\sequences\People\77. Boy\MVI_4112.npy,36,77. Boy,original
data\include50\augmented_train\MVI_4112_aug1.npy,36,77. Boy,augmented_1
data\include50\augmented_train\MVI_4112_aug2.npy,36,77. Boy,augmented_2
data\include50\augmented_train\MVI_4112_aug3.npy,36,77. Boy,augmented_3
data\include50\sequences\Seasons\64. Fall\MVI_4578.npy,33,64. Fall,original
data\include50\augmented_train\MVI_4578_aug1.npy,33,64. Fall,augmented_1
data\include50\augmented_train\MVI_4578_aug2.npy,33,64. Fall,augmented_2
data\include50\augmented_train\MVI_4578_aug3.npy,33,64. Fall,augmented_3
data\include50\sequences\Animals\4. Bird\MVI_4155.npy,15,4. Bird,original
data\include50\augmented_train\MVI_4155_aug1.npy,15,4. Bird,augmented_1
data\include50\augmented_train\MVI_4155_aug2.npy,15,4. Bird,augmented_2
data\include50\augmented_train\MVI_4155_aug3.npy,15,4. Bird,augmented_3
data\include50\sequences\Animals\4. Bird\MVI_8567.npy,15,4. Bird,original
data\include50\augmented_train\MVI_8567_aug1.npy,15,4. Bird,augmented_1
data\include50\augmented_train\MVI_8567_aug2.npy,15,4. Bird,augmented_2
data\include50\augmented_train\MVI_8567_aug3.npy,15,4. Bird,augmented_3
data\include50\sequences\Home\34. Pen\MVI_8795.npy,12,34. Pen,original
data\include50\augmented_train\MVI_8795_aug1.npy,12,34. Pen,augmented_1
data\include50\augmented_train\MVI_8795_aug2.npy,12,34. Pen,augmented_2
data\include50\augmented_train\MVI_8795_aug3.npy,12,34. Pen,augmented_3
data\include50\sequences\Places\35. Bank\MVI_3500.npy,13,35. Bank,original
data\include50\augmented_train\MVI_3500_aug1.npy,13,35. Bank,augmented_1
data\include50\augmented_train\MVI_3500_aug2.npy,13,35. Bank,augmented_2
data\include50\augmented_train\MVI_3500_aug3.npy,13,35. Bank,augmented_3
data\include50\sequences\Adjectives\91. new\MVI_5309.npy,47,91. new,original
data\include50\augmented_train\MVI_5309_aug1.npy,47,91. new,augmented_1
data\include50\augmented_train\MVI_5309_aug2.npy,47,91. new,augmented_2
data\include50\augmented_train\MVI_5309_aug3.npy,47,91. new,augmented_3
data\include50\sequences\Animals\5. Cow\MVI_8569.npy,24,5. Cow,original
data\include50\augmented_train\MVI_8569_aug1.npy,24,5. Cow,augmented_1
data\include50\augmented_train\MVI_8569_aug2.npy,24,5. Cow,augmented_2
data\include50\augmented_train\MVI_8569_aug3.npy,24,5. Cow,augmented_3
data\include50\sequences\People\66. Brother\MVI_3780.npy,34,66. Brother,original
data\include50\augmented_train\MVI_3780_aug1.npy,34,66. Brother,augmented_1
data\include50\augmented_train\MVI_3780_aug2.npy,34,66. Brother,augmented_2
data\include50\augmented_train\MVI_3780_aug3.npy,34,66. Brother,augmented_3
data\include50\sequences\People\78. Girl\MVI_5135.npy,37,78. Girl,original
data\include50\augmented_train\MVI_5135_aug1.npy,37,78. Girl,augmented_1
data\include50\augmented_train\MVI_5135_aug2.npy,37,78. Girl,augmented_2
data\include50\augmented_train\MVI_5135_aug3.npy,37,78. Girl,augmented_3
data\include50\sequences\Places\19. House\MVI_3595.npy,5,19. House,original
data\include50\augmented_train\MVI_3595_aug1.npy,5,19. House,augmented_1
data\include50\augmented_train\MVI_3595_aug2.npy,5,19. House,augmented_2
data\include50\augmented_train\MVI_3595_aug3.npy,5,19. House,augmented_3
data\include50\sequences\Clothes\42. T-Shirt\MVI_3705.npy,18,42. T-Shirt,original
data\include50\augmented_train\MVI_3705_aug1.npy,18,42. T-Shirt,augmented_1
data\include50\augmented_train\MVI_3705_aug2.npy,18,42. T-Shirt,augmented_2
data\include50\augmented_train\MVI_3705_aug3.npy,18,42. T-Shirt,augmented_3
data\include50\sequences\Colours\47. Red\MVI_3867.npy,22,47. Red,original
data\include50\augmented_train\MVI_3867_aug1.npy,22,47. Red,augmented_1
data\include50\augmented_train\MVI_3867_aug2.npy,22,47. Red,augmented_2
data\include50\augmented_train\MVI_3867_aug3.npy,22,47. Red,augmented_3
data\include50\sequences\Days_and_Time\67. Monday\MVI_5010.npy,35,67. Monday,original
data\include50\augmented_train\MVI_5010_aug1.npy,35,67. Monday,augmented_1
data\include50\augmented_train\MVI_5010_aug2.npy,35,67. Monday,augmented_2
data\include50\augmented_train\MVI_5010_aug3.npy,35,67. Monday,augmented_3
data\include50\sequences\People\66. Brother\MVI_8631.npy,34,66. Brother,original
data\include50\augmented_train\MVI_8631_aug1.npy,34,66. Brother,augmented_1
data\include50\augmented_train\MVI_8631_aug2.npy,34,66. Brother,augmented_2
data\include50\augmented_train\MVI_8631_aug3.npy,34,66. Brother,augmented_3
data\include50\sequences\People\61. Father\MVI_4940.npy,31,61. Father,original
data\include50\augmented_train\MVI_4940_aug1.npy,31,61. Father,augmented_1
data\include50\augmented_train\MVI_4940_aug2.npy,31,61. Father,augmented_2
data\include50\augmented_train\MVI_4940_aug3.npy,31,61. Father,augmented_3
data\include50\sequences\Society\14. Election\MVI_4839.npy,3,14. Election,original
data\include50\augmented_train\MVI_4839_aug1.npy,3,14. Election,augmented_1
data\include50\augmented_train\MVI_4839_aug2.npy,3,14. Election,augmented_2
data\include50\augmented_train\MVI_4839_aug3.npy,3,14. Election,augmented_3
data\include50\sequences\Places\23. Court\MVI_3365.npy,8,23. Court,original
data\include50\augmented_train\MVI_3365_aug1.npy,8,23. Court,augmented_1
data\include50\augmented_train\MVI_3365_aug2.npy,8,23. Court,augmented_2
data\include50\augmented_train\MVI_3365_aug3.npy,8,23. Court,augmented_3
data\include50\sequences\Jobs\84. Teacher\MVI_8865.npy,42,84. Teacher,original
data\include50\augmented_train\MVI_8865_aug1.npy,42,84. Teacher,augmented_1
data\include50\augmented_train\MVI_8865_aug2.npy,42,84. Teacher,augmented_2
data\include50\augmented_train\MVI_8865_aug3.npy,42,84. Teacher,augmented_3
data\include50\sequences\Adjectives\83. big large\MVI_9234.npy,41,83. big large,original
data\include50\augmented_train\MVI_9234_aug1.npy,41,83. big large,augmented_1
data\include50\augmented_train\MVI_9234_aug2.npy,41,83. big large,augmented_2
data\include50\augmented_train\MVI_9234_aug3.npy,41,83. big large,augmented_3
data\include50\sequences\People\66. Brother\MVI_4957.npy,34,66. Brother,original
data\include50\augmented_train\MVI_4957_aug1.npy,34,66. Brother,augmented_1
data\include50\augmented_train\MVI_4957_aug2.npy,34,66. Brother,augmented_2
data\include50\augmented_train\MVI_4957_aug3.npy,34,66. Brother,augmented_3
data\include50\sequences\Clothes\42. T-Shirt\MVI_3852.npy,18,42. T-Shirt,original
data\include50\augmented_train\MVI_3852_aug1.npy,18,42. T-Shirt,augmented_1
data\include50\augmented_train\MVI_3852_aug2.npy,18,42. T-Shirt,augmented_2
data\include50\augmented_train\MVI_3852_aug3.npy,18,42. T-Shirt,augmented_3
data\include50\sequences\Adjectives\91. new\MVI_9500.npy,47,91. new,original
data\include50\augmented_train\MVI_9500_aug1.npy,47,91. new,augmented_1
data\include50\augmented_train\MVI_9500_aug2.npy,47,91. new,augmented_2
data\include50\augmented_train\MVI_9500_aug3.npy,47,91. new,augmented_3
data\include50\sequences\People\61. Father\MVI_4941.npy,31,61. Father,original
data\include50\augmented_train\MVI_4941_aug1.npy,31,61. Father,augmented_1
data\include50\augmented_train\MVI_4941_aug2.npy,31,61. Father,augmented_2
data\include50\augmented_train\MVI_4941_aug3.npy,31,61. Father,augmented_3
data\include50\sequences\Clothes\37. Hat\MVI_3837.npy,14,37. Hat,original
data\include50\augmented_train\MVI_3837_aug1.npy,14,37. Hat,augmented_1
data\include50\augmented_train\MVI_3837_aug2.npy,14,37. Hat,augmented_2
data\include50\augmented_train\MVI_3837_aug3.npy,14,37. Hat,augmented_3
data\include50\sequences\Adjectives\1. loud\MVI_9370.npy,1,1. loud,original
data\include50\augmented_train\MVI_9370_aug1.npy,1,1. loud,augmented_1
data\include50\augmented_train\MVI_9370_aug2.npy,1,1. loud,augmented_2
data\include50\augmented_train\MVI_9370_aug3.npy,1,1. loud,augmented_3
data\include50\sequences\Adjectives\3. happy\MVI_9297.npy,11,3. happy,original
data\include50\augmented_train\MVI_9297_aug1.npy,11,3. happy,augmented_1
data\include50\augmented_train\MVI_9297_aug2.npy,11,3. happy,augmented_2
data\include50\augmented_train\MVI_9297_aug3.npy,11,3. happy,augmented_3
data\include50\sequences\Greetings\55. Thank you\MVI_0058.npy,29,55. Thank you,original
data\include50\augmented_train\MVI_0058_aug1.npy,29,55. Thank you,augmented_1
data\include50\augmented_train\MVI_0058_aug2.npy,29,55. Thank you,augmented_2
data\include50\augmented_train\MVI_0058_aug3.npy,29,55. Thank you,augmented_3
data\include50\sequences\Greetings\51. Good Morning\MVI_9970.npy,25,51. Good Morning,original
data\include50\augmented_train\MVI_9970_aug1.npy,25,51. Good Morning,augmented_1
data\include50\augmented_train\MVI_9970_aug2.npy,25,51. Good Morning,augmented_2
data\include50\augmented_train\MVI_9970_aug3.npy,25,51. Good Morning,augmented_3
data\include50\sequences\People\66. Brother\MVI_5097.npy,34,66. Brother,original
data\include50\augmented_train\MVI_5097_aug1.npy,34,66. Brother,augmented_1
data\include50\augmented_train\MVI_5097_aug2.npy,34,66. Brother,augmented_2
data\include50\augmented_train\MVI_5097_aug3.npy,34,66. Brother,augmented_3
data\include50\sequences\Animals\4. Bird\MVI_3038.npy,15,4. Bird,original
data\include50\augmented_train\MVI_3038_aug1.npy,15,4. Bird,augmented_1
data\include50\augmented_train\MVI_3038_aug2.npy,15,4. Bird,augmented_2
data\include50\augmented_train\MVI_3038_aug3.npy,15,4. Bird,augmented_3
data\include50\sequences\Adjectives\3. happy\MVI_5343.npy,11,3. happy,original
data\include50\augmented_train\MVI_5343_aug1.npy,11,3. happy,augmented_1
data\include50\augmented_train\MVI_5343_aug2.npy,11,3. happy,augmented_2
data\include50\augmented_train\MVI_5343_aug3.npy,11,3. happy,augmented_3
data\include50\sequences\Colours\47. Red\MVI_4897.npy,22,47. Red,original
data\include50\augmented_train\MVI_4897_aug1.npy,22,47. Red,augmented_1
data\include50\augmented_train\MVI_4897_aug2.npy,22,47. Red,augmented_2
data\include50\augmented_train\MVI_4897_aug3.npy,22,47. Red,augmented_3
data\include50\sequences\Places\23. Court\MVI_3370.npy,8,23. Court,original
data\include50\augmented_train\MVI_3370_aug1.npy,8,23. Court,augmented_1
data\include50\augmented_train\MVI_3370_aug2.npy,8,23. Court,augmented_2
data\include50\augmented_train\MVI_3370_aug3.npy,8,23. Court,augmented_3
data\include50\sequences\Places\28. Store or Shop\MVI_3554.npy,9,28. Store or Shop,original
data\include50\augmented_train\MVI_3554_aug1.npy,9,28. Store or Shop,augmented_1
data\include50\augmented_train\MVI_3554_aug2.npy,9,28. Store or Shop,augmented_2
data\include50\augmented_train\MVI_3554_aug3.npy,9,28. Store or Shop,augmented_3
data\include50\sequences\Pronouns\40. I\MVI_9920.npy,16,40. I,original
data\include50\augmented_train\MVI_9920_aug1.npy,16,40. I,augmented_1
data\include50\augmented_train\MVI_9920_aug2.npy,16,40. I,augmented_2
data\include50\augmented_train\MVI_9920_aug3.npy,16,40. I,augmented_3
data\include50\sequences\Colours\54. Black\MVI_3887.npy,27,54. Black,original
data\include50\augmented_train\MVI_3887_aug1.npy,27,54. Black,augmented_1
data\include50\augmented_train\MVI_3887_aug2.npy,27,54. Black,augmented_2
data\include50\augmented_train\MVI_3887_aug3.npy,27,54. Black,augmented_3
data\include50\sequences\Adjectives\78. long\MVI_5188.npy,39,78. long,original
data\include50\augmented_train\MVI_5188_aug1.npy,39,78. long,augmented_1
data\include50\augmented_train\MVI_5188_aug2.npy,39,78. long,augmented_2
data\include50\augmented_train\MVI_5188_aug3.npy,39,78. long,augmented_3
data\include50\sequences\Places\23. Court\MVI_3286.npy,8,23. Court,original
data\include50\augmented_train\MVI_3286_aug1.npy,8,23. Court,augmented_1
data\include50\augmented_train\MVI_3286_aug2.npy,8,23. Court,augmented_2
data\include50\augmented_train\MVI_3286_aug3.npy,8,23. Court,augmented_3
data\include50\sequences\Animals\4. Bird\MVI_2989.npy,15,4. Bird,original
data\include50\augmented_train\MVI_2989_aug1.npy,15,4. Bird,augmented_1
data\include50\augmented_train\MVI_2989_aug2.npy,15,4. Bird,augmented_2
data\include50\augmented_train\MVI_2989_aug3.npy,15,4. Bird,augmented_3
data\include50\sequences\Adjectives\97. dry\MVI_9521.npy,49,97. dry,original
data\include50\augmented_train\MVI_9521_aug1.npy,49,97. dry,augmented_1
data\include50\augmented_train\MVI_9521_aug2.npy,49,97. dry,augmented_2
data\include50\augmented_train\MVI_9521_aug3.npy,49,97. dry,augmented_3
data\include50\sequences\Greetings\51. Good Morning\MVI_9934.npy,25,51. Good Morning,original
data\include50\augmented_train\MVI_9934_aug1.npy,25,51. Good Morning,augmented_1
data\include50\augmented_train\MVI_9934_aug2.npy,25,51. Good Morning,augmented_2
data\include50\augmented_train\MVI_9934_aug3.npy,25,51. Good Morning,augmented_3
data\include50\sequences\Days_and_Time\67. Monday\MVI_5447.npy,35,67. Monday,original
data\include50\augmented_train\MVI_5447_aug1.npy,35,67. Monday,augmented_1
data\include50\augmented_train\MVI_5447_aug2.npy,35,67. Monday,augmented_2
data\include50\augmented_train\MVI_5447_aug3.npy,35,67. Monday,augmented_3
data\include50\sequences\Days_and_Time\86. Time\MVI_5077.npy,44,86. Time,original
data\include50\augmented_train\MVI_5077_aug1.npy,44,86. Time,augmented_1
data\include50\augmented_train\MVI_5077_aug2.npy,44,86. Time,augmented_2
data\include50\augmented_train\MVI_5077_aug3.npy,44,86. Time,augmented_3
data\include50\sequences\Animals\1. Dog\MVI_3002.npy,0,1. Dog,original
data\include50\augmented_train\MVI_3002_aug1.npy,0,1. Dog,augmented_1
data\include50\augmented_train\MVI_3002_aug2.npy,0,1. Dog,augmented_2
data\include50\augmented_train\MVI_3002_aug3.npy,0,1. Dog,augmented_3
data\include50\sequences\Electronics\53. Fan\MVI_9098.npy,26,53. Fan,original
data\include50\augmented_train\MVI_9098_aug1.npy,26,53. Fan,augmented_1
data\include50\augmented_train\MVI_9098_aug2.npy,26,53. Fan,augmented_2
data\include50\augmented_train\MVI_9098_aug3.npy,26,53. Fan,augmented_3
data\include50\sequences\Means_of_Transportation\11. Car\MVI_3145.npy,2,11. Car,original
data\include50\augmented_train\MVI_3145_aug1.npy,2,11. Car,augmented_1
data\include50\augmented_train\MVI_3145_aug2.npy,2,11. Car,augmented_2
data\include50\augmented_train\MVI_3145_aug3.npy,2,11. Car,augmented_3
data\include50\sequences\Pronouns\46. you (plural)\MVI_9905.npy,21,46. you (plural),original
data\include50\augmented_train\MVI_9905_aug1.npy,21,46. you (plural),augmented_1
data\include50\augmented_train\MVI_9905_aug2.npy,21,46. you (plural),augmented_2
data\include50\augmented_train\MVI_9905_aug3.npy,21,46. you (plural),augmented_3
data\include50\sequences\Animals\4. Bird\MVI_2987.npy,15,4. Bird,original
data\include50\augmented_train\MVI_2987_aug1.npy,15,4. Bird,augmented_1
data\include50\augmented_train\MVI_2987_aug2.npy,15,4. Bird,augmented_2
data\include50\augmented_train\MVI_2987_aug3.npy,15,4. Bird,augmented_3
data\include50\sequences\Home\40. Paint\MVI_4413.npy,17,40. Paint,original
data\include50\augmented_train\MVI_4413_aug1.npy,17,40. Paint,augmented_1
data\include50\augmented_train\MVI_4413_aug2.npy,17,40. Paint,augmented_2
data\include50\augmented_train\MVI_4413_aug3.npy,17,40. Paint,augmented_3
data\include50\sequences\Means_of_Transportation\11. Car\MVI_3147.npy,2,11. Car,original
data\include50\augmented_train\MVI_3147_aug1.npy,2,11. Car,augmented_1
data\include50\augmented_train\MVI_3147_aug2.npy,2,11. Car,augmented_2
data\include50\augmented_train\MVI_3147_aug3.npy,2,11. Car,augmented_3
data\include50\sequences\Clothes\37. Hat\MVI_4865.npy,14,37. Hat,original
data\include50\augmented_train\MVI_4865_aug1.npy,14,37. Hat,augmented_1
data\include50\augmented_train\MVI_4865_aug2.npy,14,37. Hat,augmented_2
data\include50\augmented_train\MVI_4865_aug3.npy,14,37. Hat,augmented_3
data\include50\sequences\Adjectives\1. loud\MVI_9450.npy,1,1. loud,original
data\include50\augmented_train\MVI_9450_aug1.npy,1,1. loud,augmented_1
data\include50\augmented_train\MVI_9450_aug2.npy,1,1. loud,augmented_2
data\include50\augmented_train\MVI_9450_aug3.npy,1,1. loud,augmented_3
data\include50\sequences\Adjectives\78. long\MVI_9460.npy,39,78. long,original
data\include50\augmented_train\MVI_9460_aug1.npy,39,78. long,augmented_1
data\include50\augmented_train\MVI_9460_aug2.npy,39,78. long,augmented_2
data\include50\augmented_train\MVI_9460_aug3.npy,39,78. long,augmented_3
data\include50\sequences\Animals\5. Cow\MVI_3097.npy,24,5. Cow,original
data\include50\augmented_train\MVI_3097_aug1.npy,24,5. Cow,augmented_1
data\include50\augmented_train\MVI_3097_aug2.npy,24,5. Cow,augmented_2
data\include50\augmented_train\MVI_3097_aug3.npy,24,5. Cow,augmented_3
data\include50\sequences\People\77. Boy\MVI_4983.npy,36,77. Boy,original
data\include50\augmented_train\MVI_4983_aug1.npy,36,77. Boy,augmented_1
data\include50\augmented_train\MVI_4983_aug2.npy,36,77. Boy,augmented_2
data\include50\augmented_train\MVI_4983_aug3.npy,36,77. Boy,augmented_3
data\include50\sequences\Adjectives\91. new\MVI_9261.npy,47,91. new,original
data\include50\augmented_train\MVI_9261_aug1.npy,47,91. new,augmented_1
data\include50\augmented_train\MVI_9261_aug2.npy,47,91. new,augmented_2
data\include50\augmented_train\MVI_9261_aug3.npy,47,91. new,augmented_3
data\include50\sequences\Adjectives\97. dry\MVI_5168.npy,49,97. dry,original
data\include50\augmented_train\MVI_5168_aug1.npy,49,97. dry,augmented_1
data\include50\augmented_train\MVI_5168_aug2.npy,49,97. dry,augmented_2
data\include50\augmented_train\MVI_5168_aug3.npy,49,97. dry,augmented_3
data\include50\sequences\Colours\47. Red\MVI_3720.npy,22,47. Red,original
data\include50\augmented_train\MVI_3720_aug1.npy,22,47. Red,augmented_1
data\include50\augmented_train\MVI_3720_aug2.npy,22,47. Red,augmented_2
data\include50\augmented_train\MVI_3720_aug3.npy,22,47. Red,augmented_3
data\include50\sequences\Animals\1. Dog\MVI_3060.npy,0,1. Dog,original
data\include50\augmented_train\MVI_3060_aug1.npy,0,1. Dog,augmented_1
